motif_id	cluster	source_id	tf_name	family_name	motif_type	PMID	name_IG
M07599_2.00	AC0196	ZNF214.MEME.OriginalMapping	ZNF214	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF214
M08314_2.00	AC0196	Q9UL59_3-10.RCADE	ZNF214	C2H2 ZF	ChIP-seq	27852650	ZNF214
M08898_2.00	AC0196	ZN214_HUMAN.H11MO.0.C	ZNF214	C2H2 ZF	Misc	23175603	ZNF214
MA1975.1	AC0196	MA1975.1	ZNF214	['C2H2 zinc finger factors']	Uknown	28273063	ZNF214
M04621_2.00	AC0197	ZNF140_eDBD_HT-SELEX	ZNF140	C2H2 ZF	SELEX	28473536	ZNF140
M04622_2.00	AC0197	ZNF140_eDBD_Methyl-HT-SELEX	ZNF140	C2H2 ZF	SELEX	28473536	ZNF140
M08945_2.00	AC0197	ZN140_HUMAN.H11MO.0.C	ZNF140	C2H2 ZF	Misc	23175603	ZNF140
MA1589.1	AC0197	MA1589.1	ZNF140	['C2H2 zinc finger factors']	Uknown	28473536	ZNF140
M08372_2.00	AC0198	P52738_3-10.RCADE	ZNF140	C2H2 ZF	ChIP-seq	27852650	ZNF140
M07637_2.00	AC0199	ZNF680.RCADE.OriginalMapping	ZNF680	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF680
M08343_2.00	AC0199	Q8NEM1_5-11.RCADE	ZNF680	C2H2 ZF	ChIP-seq	27852650	ZNF680
M08921_2.00	AC0199	ZN680_HUMAN.H11MO.0.C	ZNF680	C2H2 ZF	Misc	23175603	ZNF680
MA1729.1	AC0199	MA1729.1	ZNF680	['C2H2 zinc finger factors']	Uknown	27852650	ZNF680
M07722_2.00	AC0200	ZNF675.RCADE.ReprocessedData	ZNF675	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF675/ZNF586
M08381_2.00	AC0200	Q8TD23_2-8.RCADE	ZNF675	C2H2 ZF	ChIP-seq	27852650	ZNF675/ZNF586
M08859_2.00	AC0200	ZN586_HUMAN.H11MO.0.C	ZNF586	C2H2 ZF	Misc	23175603	ZNF675/ZNF586
MA1714.1	AC0200	MA1714.1	ZNF675	['C2H2 zinc finger factors']	Uknown	31427604	ZNF675/ZNF586
M08266_2.00	AC0201	ZNF675	ZNF675	C2H2 ZF	ChIP-seq	25690854	ZNF675
M08315_2.00	AC0202	Q8IVP9_6-10.RCADE	ZNF547	C2H2 ZF	ChIP-seq	27852650	ZNF547
M08899_2.00	AC0202	ZN547_HUMAN.H11MO.0.C	ZNF547	C2H2 ZF	Misc	23175603	ZNF547
M07600_2.00	AC0203	ZNF547.MEME.OriginalMapping	ZNF547	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF547
M07737_2.00	AC0204	ZNF667.ChIP-seq.ReprocessedData	ZNF667	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF667
M08386_2.00	AC0204	Q5HYK9_8-13.RCADE	ZNF667	C2H2 ZF	ChIP-seq	27852650	ZNF667
M08953_2.00	AC0204	ZN667_HUMAN.H11MO.0.C	ZNF667	C2H2 ZF	Misc	23175603	ZNF667
MA1984.1	AC0204	MA1984.1	ZNF667	['C2H2 zinc finger factors']	Uknown	27852650	ZNF667
M07585_2.00	AC0205	ZNF331.RCADE.ReprocessedData	ZNF331	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF331
M08309_2.00	AC0205	Q9NQX6_1-9.RCADE	ZNF331	C2H2 ZF	ChIP-seq	27852650	ZNF331
M08891_2.00	AC0205	ZN331_HUMAN.H11MO.0.C	ZNF331	C2H2 ZF	Misc	23175603	ZNF331
MA1726.1	AC0205	MA1726.1	ZNF331	['C2H2 zinc finger factors']	Uknown	27852650	ZNF331
M07628_2.00	AC0206	ZNF440.RCADE.OriginalMapping	ZNF440	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF440
M02395_2.00	AC0207	pTH5924	NR3C2	Nuclear receptor	PBM	25215497	NR3C1/2/AR
M09609_2.00	AC0207	LNCaP-AR_GSE27824	AR	Nuclear receptor	Misc	20513432	NR3C1/2/AR
M11124_2.00	AC0207	V$GR_Q6	NR3C1	Nuclear receptor	Transfac	16381825	NR3C1/2/AR
M03366_2.00	AC0208	NR3C1_1	NR3C1	Nuclear receptor	SELEX	23332764	NR3C/AR/PGR
M03382_2.00	AC0208	NR3C2_1	NR3C2	Nuclear receptor	SELEX	23332764	NR3C/AR/PGR
M03389_2.00	AC0208	AR_1	AR	Nuclear receptor	SELEX	23332764	NR3C/AR/PGR
M03390_2.00	AC0208	AR_2	AR	Nuclear receptor	SELEX	23332764	NR3C/AR/PGR
M03923_2.00	AC0208	PGR_1	PGR	Nuclear receptor	SELEX	25779349	NR3C/AR/PGR
M05587_2.00	AC0208	NR3C1_eDBD_HT-SELEX	NR3C1	Nuclear receptor	SELEX	28473536	NR3C/AR/PGR
M05588_2.00	AC0208	NR3C1_eDBD_Methyl-HT-SELEX	NR3C1	Nuclear receptor	SELEX	28473536	NR3C/AR/PGR
M05637_2.00	AC0208	NR3C2_eDBD_HT-SELEX	NR3C2	Nuclear receptor	SELEX	28473536	NR3C/AR/PGR
M05638_2.00	AC0208	NR3C2_eDBD_Methyl-HT-SELEX	NR3C2	Nuclear receptor	SELEX	28473536	NR3C/AR/PGR
M07986_2.00	AC0208	A549_GR_HudsonAlpha	NR3C1	Nuclear receptor	ChIP-seq	22955619	NR3C/AR/PGR
M07987_2.00	AC0208	ECC-1_GR_HudsonAlpha	NR3C1	Nuclear receptor	ChIP-seq	22955619	NR3C/AR/PGR
M09266_2.00	AC0208	PRGR_HUMAN.H11MO.0.A	PGR	Nuclear receptor	Misc	23175603	NR3C/AR/PGR
M09270_2.00	AC0208	GCR_HUMAN.H11MO.0.A	NR3C1	Nuclear receptor	Misc	23175603	NR3C/AR/PGR
M09603_2.00	AC0208	T47D-PR_GSE31130	PGR	Nuclear receptor	Misc	20513432	NR3C/AR/PGR
M09607_2.00	AC0208	A549-GR_GSE32465	NR3C1	Nuclear receptor	Misc	20513432	NR3C/AR/PGR
M09610_2.00	AC0208	LNCAP-AR_GSE27824	AR	Nuclear receptor	Misc	20513432	NR3C/AR/PGR
MA0007.2	AC0208	MA0007.2	AR	['Nuclear receptors with C4 zinc fingers']	Uknown	20943813	NR3C/AR/PGR
MA0113.1	AC0208	MA0113.1	NR3C1	['Nuclear receptors with C4 zinc fingers']	Uknown	15563547	NR3C/AR/PGR
MA0113.3	AC0208	MA0113.3	NR3C1	['Nuclear receptors with C4 zinc fingers']	Uknown	15563547	NR3C/AR/PGR
MA0727.1	AC0208	MA0727.1	NR3C2	['Nuclear receptors with C4 zinc fingers']	Uknown	15563547	NR3C/AR/PGR
M11120_2.00	AC0209	V$GRE_C	NR3C1	Nuclear receptor	Transfac	16381825	NR3C1
M07665_2.00	AC0210	ZNF708.RCADE.ReprocessedData	ZNF708	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF708
M08360_2.00	AC0210	P17019_2-8.RCADE	ZNF708	C2H2 ZF	ChIP-seq	27852650	ZNF708
M08934_2.00	AC0210	ZN708_HUMAN.H11MO.0.C	ZNF708	C2H2 ZF	Misc	23175603	ZNF708
MA1730.1	AC0210	MA1730.1	ZNF708	['C2H2 zinc finger factors']	Uknown	28273063	ZNF708
M07589_2.00	AC0211	ZNF189.RCADE.ReprocessedData	ZNF189	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF189
M08311_2.00	AC0211	O75820_5-10.RCADE	ZNF189	C2H2 ZF	ChIP-seq	27852650	ZNF189
MA1725.1	AC0211	MA1725.1	ZNF189	['C2H2 zinc finger factors']	Uknown	27852650	ZNF189
MA1655.1	AC0212	MA1655.1	ZNF341	['C2H2 zinc finger factors']	Uknown	29907691	ZNF341
M04575_2.00	AC0213	ZNF713_eDBD_HT-SELEX_1	ZNF713	C2H2 ZF	SELEX	28473536	ZNF713
M04578_2.00	AC0213	ZNF713_eDBD_Methyl-HT-SELEX_2	ZNF713	C2H2 ZF	SELEX	28473536	ZNF713
M07551_2.00	AC0214	CTCF_2	CTCF	C2H2 ZF	ChIP-exo	22153082	CTCF/ZNF182
M07597_2.00	AC0214	ZNF182.RCADE.OriginalMapping	ZNF182	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	CTCF/ZNF182
M07646_2.00	AC0215	ZNF613.RCADE.ReprocessedData	ZNF613	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF384/ZNF22/ZNF613
M08090_2.00	AC0215	MA1125.1	ZNF384	C2H2 ZF	ChIP-seq	24194598	ZNF384/ZNF22/ZNF613
M08306_2.00	AC0215	Q8TF68_1-3.RCADE	ZNF384	C2H2 ZF	ChIP-seq	27852650	ZNF384/ZNF22/ZNF613
M08325_2.00	AC0215	P17026_1-3.RCADE	ZNF22	C2H2 ZF	ChIP-seq	27852650	ZNF384/ZNF22/ZNF613
M07765_2.00	AC0216	ZNF492.RCADE.ReprocessedData	ZNF492	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF492/ZNF98
M08380_2.00	AC0216	A6NK75_2-8.RCADE	ZNF98	C2H2 ZF	ChIP-seq	27852650	ZNF492/ZNF98
M08307_2.00	AC0217	A0PJY2_1-5.RCADE	FEZF1	C2H2 ZF	ChIP-seq	27852650	FEZF1
M08889_2.00	AC0217	FEZF1_HUMAN.H11MO.0.C	FEZF1	C2H2 ZF	Misc	23175603	FEZF1
M08396_2.00	AC0218	Q9GZX5_2-8.RCADE	ZNF350	C2H2 ZF	ChIP-seq	27852650	ZNF350
M08960_2.00	AC0218	ZN350_HUMAN.H11MO.0.C	ZNF350	C2H2 ZF	Misc	23175603	ZNF350
M07635_2.00	AC0219	ZNF570.RCADE.OriginalMapping	ZNF570	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF570
M08855_2.00	AC0220	PRDM6_HUMAN.H11MO.0.C	PRDM6	C2H2 ZF	Misc	23175603	PRDM6
M07590_2.00	AC0221	ZNF287.RCADE.ReprocessedData	ZNF287	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	PRDM6/ZNF
M07605_2.00	AC0221	ZNF235.ChIP-seq.ReprocessedData	ZNF235	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	PRDM6/ZNF
M07776_2.00	AC0221	ZNF225.MEME.OriginalMapping	ZNF225	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	PRDM6/ZNF
M07782_2.00	AC0221	ZNF487.MEME.OriginalMapping	ZNF487	Unknown	ChIP-seq+ChIP-exo	29146583	PRDM6/ZNF
M08277_2.00	AC0221	Q9NQX0.MEME	PRDM6	C2H2 ZF	ChIP-seq	27852650	PRDM6/ZNF
M07571_2.00	AC0222	ZNF184.RCADE.ReprocessedData	ZNF184	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF/ZFP
M07692_2.00	AC0222	ZNF567.RCADE.OriginalMapping	ZNF567	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF/ZFP
M08334_2.00	AC0222	P13682_1-10.RCADE	ZNF35	C2H2 ZF	ChIP-seq	27852650	ZNF/ZFP
M08903_2.00	AC0222	ZN394_HUMAN.H11MO.0.C	ZNF394	C2H2 ZF	Misc	23175603	ZNF/ZFP
M08930_2.00	AC0222	ZFP82_HUMAN.H11MO.0.C	ZFP82	C2H2 ZF	Misc	23175603	ZNF/ZFP
M08382_2.00	AC0223	Q86XU0_5-11.RCADE	ZNF677	C2H2 ZF	ChIP-seq	27852650	ZNF677
M07664_2.00	AC0224	ZNF716.RCADE.OriginalMapping	ZNF716	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF716
M08356_2.00	AC0225	Q8N141_6-12.RCADE	ZFP82	C2H2 ZF	ChIP-seq	27852650	ZFP82
M07697_2.00	AC0226	ZNF79.RCADE.ReprocessedData	ZNF79	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF79
M07643_2.00	AC0227	ZNF25.ChIP-seq.ReprocessedData	ZNF25	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF25
M08250_2.00	AC0228	ZNF35	ZNF35	C2H2 ZF	ChIP-seq	25690854	ZNF35
M08264_2.00	AC0229	ZNF250	ZNF250	C2H2 ZF	ChIP-seq	25690854	ZNF250
M08852_2.00	AC0230	ZN582_HUMAN.H11MO.0.C	ZNF582	C2H2 ZF	Misc	23175603	ZNF582/POU2F1
M09219_2.00	AC0230	PO2F1_HUMAN.H11MO.0.C	POU2F1	"Homeodomain,POU"	Misc	23175603	ZNF582/POU2F1
M08947_2.00	AC0231	ZN502_HUMAN.H11MO.0.C	ZNF502	C2H2 ZF	Misc	23175603	ZNF502
M07710_2.00	AC0232	ZNF33B.RCADE.ReprocessedData	ZNF33B	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF33B
M07659_2.00	AC0233	ZNF443.RCADE.ReprocessedData	ZNF443	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF443
M08329_2.00	AC0234	Q15072_6-10.RCADE	ZNF146	C2H2 ZF	ChIP-seq	27852650	ZNF146/ZNF260
M08913_2.00	AC0234	OZF_HUMAN.H11MO.0.C	ZNF146	C2H2 ZF	Misc	23175603	ZNF146/ZNF260
M08959_2.00	AC0234	ZN260_HUMAN.H11MO.0.C	ZNF260	C2H2 ZF	Misc	23175603	ZNF146/ZNF260
M08245_2.00	AC0235	ZNF41	ZNF41	C2H2 ZF	ChIP-seq	25690854	ZNF41
M08313_2.00	AC0235	P51814_4-14.RCADE	ZNF41	C2H2 ZF	ChIP-seq	27852650	ZNF41
M08896_2.00	AC0235	ZNF41_HUMAN.H11MO.0.C	ZNF41	C2H2 ZF	Misc	23175603	ZNF41
M07755_2.00	AC0236	ZNF616.RCADE.OriginalMapping	ZNF616	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF616
M04414_2.00	AC0237	ZNF174_eDBD_HT-SELEX	ZNF174	C2H2 ZF	SELEX	28473536	ZNF174
M04415_2.00	AC0237	ZNF174_eDBD_Methyl-HT-SELEX	ZNF174	C2H2 ZF	SELEX	28473536	ZNF174
M08132_2.00	AC0238	MA1114.1	PBX3	Homeodomain	ChIP-seq	24194598	PBX/PKNOX1
M08134_2.00	AC0238	MA1113.1	PBX2	Homeodomain	ChIP-seq	24194598	PBX/PKNOX1
M09150_2.00	AC0238	PKNX1_HUMAN.H11MO.0.B	PKNOX1	Homeodomain	Misc	23175603	PBX/PKNOX1
M09155_2.00	AC0238	PBX3_HUMAN.H11MO.0.A	PBX3	Homeodomain	Misc	23175603	PBX/PKNOX1
M09164_2.00	AC0238	PBX1_HUMAN.H11MO.0.A	PBX1	Homeodomain	Misc	23175603	PBX/PKNOX1
M09560_2.00	AC0238	GM12878-PBX3_GSE32465	PBX3	Homeodomain	Misc	20513432	PBX/PKNOX1
M09561_2.00	AC0238	MCF7-PBX1_GSE28007	PBX1	Homeodomain	Misc	20513432	PBX/PKNOX1
MA0782.2	AC0238	MA0782.2	PKNOX1	['Homeo domain factors']	Uknown	23602564	PBX/PKNOX1
M07570_2.00	AC0239	ZNF302.RCADE.ReprocessedData	ZNF302	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF302
M07971_2.00	AC0240	GM12878_PBX3_HudsonAlpha	PBX3	Homeodomain	ChIP-seq	22955619	NFY/PBX3/FOXI1
M08104_2.00	AC0240	MA0060.3	NFYA	CBF/NF-Y	ChIP-seq	24194598	NFY/PBX3/FOXI1
M08178_2.00	AC0240	MA0502.1	NFYB	Unknown	ChIP-seq	24194598	NFY/PBX3/FOXI1
M09018_2.00	AC0240	NFYA_HUMAN.H11MO.0.A	NFYA	CBF/NF-Y	Misc	23175603	NFY/PBX3/FOXI1
M09095_2.00	AC0240	FOXI1_HUMAN.H11MO.0.B	FOXI1	Forkhead	Misc	23175603	NFY/PBX3/FOXI1
M09442_2.00	AC0240	NFYC_HUMAN.H11MO.0.A	NFYC	Unknown	Misc	23175603	NFY/PBX3/FOXI1
M09444_2.00	AC0240	NFYB_HUMAN.H11MO.0.A	NFYB	Unknown	Misc	23175603	NFY/PBX3/FOXI1
M10405_2.00	AC0240	V$NFY_C	NFYA	CBF/NF-Y	Transfac	16381825	NFY/PBX3/FOXI1
MA0060.1	AC0240	MA0060.1	NFYA	['Other alpha']	Uknown	9469818	NFY/PBX3/FOXI1
MA0060.2	AC0240	MA0060.2	NFYA	['Other alpha']	Uknown	9469818	NFY/PBX3/FOXI1
MA0502.2	AC0240	MA0502.2	NFYB	['Heteromeric CCAAT-binding factors']	Uknown	9334236	NFY/PBX3/FOXI1
MA1644.1	AC0240	MA1644.1	NFYC	['Heteromeric CCAAT-binding factors']	Uknown	11895773	NFY/PBX3/FOXI1
M00239_2.00	AC0241	GFI1B_A204T	GFI1B	C2H2 ZF	PBM	27013732	GFI1
M00240_2.00	AC0241	GFI1B_REF	GFI1B	C2H2 ZF	PBM	27013732	GFI1
M04507_2.00	AC0241	GFI1_eDBD_HT-SELEX	GFI1	C2H2 ZF	SELEX	28473536	GFI1
M04508_2.00	AC0241	GFI1_eDBD_Methyl-HT-SELEX	GFI1	C2H2 ZF	SELEX	28473536	GFI1
M04523_2.00	AC0241	GFI1B_eDBD_HT-SELEX	GFI1B	C2H2 ZF	SELEX	28473536	GFI1
M04524_2.00	AC0241	GFI1B_eDBD_Methyl-HT-SELEX	GFI1B	C2H2 ZF	SELEX	28473536	GFI1
M08905_2.00	AC0241	GFI1_HUMAN.H11MO.0.C	GFI1	C2H2 ZF	Misc	23175603	GFI1
M08909_2.00	AC0241	GFI1B_HUMAN.H11MO.0.A	GFI1B	C2H2 ZF	Misc	23175603	GFI1
M10235_2.00	AC0241	V$GFI1_01	GFI1	C2H2 ZF	Transfac	16381825	GFI1
MA0038.2	AC0241	MA0038.2	GFI1	['C2H2 zinc finger factors']	Uknown	8754800	GFI1
M08862_2.00	AC0242	EVI1_HUMAN.H11MO.0.B	MECOM	C2H2 ZF	Misc	23175603	MECOM
M10125_2.00	AC0242	V$EVI1_01	MECOM	C2H2 ZF	Transfac	16381825	MECOM
M10126_2.00	AC0242	V$EVI1_02	MECOM	C2H2 ZF	Transfac	16381825	MECOM
M10127_2.00	AC0242	V$EVI1_03	MECOM	C2H2 ZF	Transfac	16381825	MECOM
M10129_2.00	AC0242	V$EVI1_05	MECOM	C2H2 ZF	Transfac	16381825	MECOM
M10130_2.00	AC0242	V$EVI1_06	MECOM	C2H2 ZF	Transfac	16381825	MECOM
M04465_2.00	AC0243	ZSCAN9_eDBD_HT-SELEX	ZSCAN9	C2H2 ZF	SELEX	28473536	ZSCAN9
M04466_2.00	AC0243	ZSCAN9_eDBD_Methyl-HT-SELEX	ZSCAN9	C2H2 ZF	SELEX	28473536	ZSCAN9
M10128_2.00	AC0244	V$EVI1_04	MECOM	C2H2 ZF	Transfac	16381825	MECOM
M02739_2.00	AC0245	GATA1_monomer	GATA1	GATA	SELEX	20378718	GATA
M03063_2.00	AC0245	GATA3_1	GATA3	GATA	SELEX	23332764	GATA
M03064_2.00	AC0245	GATA3_2	GATA3	GATA	SELEX	23332764	GATA
M03065_2.00	AC0245	GATA5_1	GATA5	GATA	SELEX	23332764	GATA
M03066_2.00	AC0245	GATA4_1	GATA4	GATA	SELEX	23332764	GATA
M04863_2.00	AC0245	GATA3_FL_HT-SELEX_1	GATA3	GATA	SELEX	28473536	GATA
M04865_2.00	AC0245	GATA3_FL_Methyl-HT-SELEX_1	GATA3	GATA	SELEX	28473536	GATA
M04868_2.00	AC0245	GATA5_eDBD_HT-SELEX_2	GATA5	GATA	SELEX	28473536	GATA
M04870_2.00	AC0245	GATA5_eDBD_Methyl-HT-SELEX_2	GATA5	GATA	SELEX	28473536	GATA
M04872_2.00	AC0245	GATA5_FL_HT-SELEX_2	GATA5	GATA	SELEX	28473536	GATA
M04874_2.00	AC0245	GATA5_FL_Methyl-HT-SELEX_2	GATA5	GATA	SELEX	28473536	GATA
M04877_2.00	AC0245	GATA6_eDBD_HT-SELEX	GATA6	GATA	SELEX	28473536	GATA
M04878_2.00	AC0245	GATA6_eDBD_Methyl-HT-SELEX	GATA6	GATA	SELEX	28473536	GATA
M04879_2.00	AC0245	GATA2_eDBD_HT-SELEX	GATA2	GATA	SELEX	28473536	GATA
M04880_2.00	AC0245	GATA2_eDBD_Methyl-HT-SELEX	GATA2	GATA	SELEX	28473536	GATA
M07965_2.00	AC0245	T-47D_GATA3_HudsonAlpha	GATA3	GATA	ChIP-seq	22955619	GATA
M10586_2.00	AC0245	V$GATA3_01	GATA3	GATA	Transfac	16381825	GATA
M10592_2.00	AC0245	V$GATA6_01	GATA6	GATA	Transfac	16381825	GATA
MA0037.1	AC0245	MA0037.1	GATA3	['Other C4 zinc finger-type factors']	Uknown	8321207	GATA
MA0766.1	AC0245	MA0766.1	GATA5	['Other C4 zinc finger-type factors']	Uknown	1638017	GATA
M02738_2.00	AC0246	GATA1_dimer	GATA1	GATA	SELEX	20378718	GATA/TAL1/TRPS1
M04864_2.00	AC0246	GATA3_FL_HT-SELEX_2	GATA3	GATA	SELEX	28473536	GATA/TAL1/TRPS1
M04866_2.00	AC0246	GATA3_FL_Methyl-HT-SELEX_2	GATA3	GATA	SELEX	28473536	GATA/TAL1/TRPS1
M04867_2.00	AC0246	GATA5_eDBD_HT-SELEX_1	GATA5	GATA	SELEX	28473536	GATA/TAL1/TRPS1
M04869_2.00	AC0246	GATA5_eDBD_Methyl-HT-SELEX_1	GATA5	GATA	SELEX	28473536	GATA/TAL1/TRPS1
M04871_2.00	AC0246	GATA5_FL_HT-SELEX_1	GATA5	GATA	SELEX	28473536	GATA/TAL1/TRPS1
M04873_2.00	AC0246	GATA5_FL_Methyl-HT-SELEX_1	GATA5	GATA	SELEX	28473536	GATA/TAL1/TRPS1
M04875_2.00	AC0246	GATA4_eDBD_HT-SELEX	GATA4	GATA	SELEX	28473536	GATA/TAL1/TRPS1
M04876_2.00	AC0246	GATA4_eDBD_Methyl-HT-SELEX	GATA4	GATA	SELEX	28473536	GATA/TAL1/TRPS1
M07963_2.00	AC0246	K562b_GATA1_UCD	GATA1	GATA	ChIP-seq	22955619	GATA/TAL1/TRPS1
M07964_2.00	AC0246	PBDE_GATA1_UCD	GATA1	GATA	ChIP-seq	22955619	GATA/TAL1/TRPS1
M07966_2.00	AC0246	HUVEC_GATA2_UCD	GATA2	GATA	ChIP-seq	22955619	GATA/TAL1/TRPS1
M07967_2.00	AC0246	K562b_GATA2_UCD	GATA2	GATA	ChIP-seq	22955619	GATA/TAL1/TRPS1
M07968_2.00	AC0246	K562_GATA2_HudsonAlpha	GATA2	GATA	ChIP-seq	22955619	GATA/TAL1/TRPS1
M07969_2.00	AC0246	K562_GATA2_UChicago	GATA2	GATA	ChIP-seq	22955619	GATA/TAL1/TRPS1
M07970_2.00	AC0246	SH-SY5Y_GATA2_UCD	GATA2	GATA	ChIP-seq	22955619	GATA/TAL1/TRPS1
M08124_2.00	AC0246	MA1104.1	GATA6	GATA	ChIP-seq	24194598	GATA/TAL1/TRPS1
M08125_2.00	AC0246	MA0036.3	GATA2	GATA	ChIP-seq	24194598	GATA/TAL1/TRPS1
M08202_2.00	AC0246	Mv73	GATA1	GATA	ChIP-seq	22080565	GATA/TAL1/TRPS1
M08734_2.00	AC0246	TAL1_HUMAN.H11MO.0.A	TAL1	bHLH	Misc	23175603	GATA/TAL1/TRPS1
M09115_2.00	AC0246	GATA1_HUMAN.H11MO.0.A	GATA1	GATA	Misc	23175603	GATA/TAL1/TRPS1
M09116_2.00	AC0246	GATA3_HUMAN.H11MO.0.A	GATA3	GATA	Misc	23175603	GATA/TAL1/TRPS1
M09117_2.00	AC0246	GATA4_HUMAN.H11MO.0.A	GATA4	GATA	Misc	23175603	GATA/TAL1/TRPS1
M09118_2.00	AC0246	GATA6_HUMAN.H11MO.0.A	GATA6	GATA	Misc	23175603	GATA/TAL1/TRPS1
M09119_2.00	AC0246	GATA2_HUMAN.H11MO.0.A	GATA2	GATA	Misc	23175603	GATA/TAL1/TRPS1
M09549_2.00	AC0246	K562-GATA1_GSE18829	GATA1	GATA	Misc	20513432	GATA/TAL1/TRPS1
M09550_2.00	AC0246	K562-GATA2_GSE18829	GATA2	GATA	Misc	20513432	GATA/TAL1/TRPS1
M10578_2.00	AC0246	V$GATA1_02	GATA1	GATA	Transfac	16381825	GATA/TAL1/TRPS1
M10580_2.00	AC0246	V$GATA1_04	GATA1	GATA	Transfac	16381825	GATA/TAL1/TRPS1
M10581_2.00	AC0246	V$GATA1_05	GATA1	GATA	Transfac	16381825	GATA/TAL1/TRPS1
M10582_2.00	AC0246	V$GATA1_06	GATA1	GATA	Transfac	16381825	GATA/TAL1/TRPS1
M10587_2.00	AC0246	V$GATA3_02	GATA3	GATA	Transfac	16381825	GATA/TAL1/TRPS1
M10588_2.00	AC0246	V$GATA3_03	GATA3	GATA	Transfac	16381825	GATA/TAL1/TRPS1
M10595_2.00	AC0246	V$GATA2_02	GATA2	GATA	Transfac	16381825	GATA/TAL1/TRPS1
M10596_2.00	AC0246	V$GATA2_03	GATA2	GATA	Transfac	16381825	GATA/TAL1/TRPS1
MA0035.4	AC0246	MA0035.4	GATA1	['Other C4 zinc finger-type factors']	Uknown	23142663	GATA/TAL1/TRPS1
MA0036.2	AC0246	MA0036.2	GATA2	['Other C4 zinc finger-type factors']	Uknown	8321207	GATA/TAL1/TRPS1
MA0037.2	AC0246	MA0037.2	GATA3	['Other C4 zinc finger-type factors']	Uknown	8321207	GATA/TAL1/TRPS1
MA0037.3	AC0246	MA0037.3	GATA3	['Other C4 zinc finger-type factors']	Uknown	8321207	GATA/TAL1/TRPS1
MA0140.2	AC0246	MA0140.2	GATA1::TAL1	"['Other C4 zinc finger-type factors', 'Basic helix-loop-helix factors (bHLH)']"	Uknown	20566737	GATA/TAL1/TRPS1
MA0482.2	AC0246	MA0482.2	GATA4	['Other C4 zinc finger-type factors']	Uknown	7791790	GATA/TAL1/TRPS1
MA0766.2	AC0246	MA0766.2	GATA5	['Other C4 zinc finger-type factors']	Uknown	14612389	GATA/TAL1/TRPS1
MA1104.2	AC0246	MA1104.2	GATA6	['Other C4 zinc finger-type factors']	Uknown	9915795	GATA/TAL1/TRPS1
MA1970.1	AC0246	MA1970.1	TRPS1	['Other C4 zinc finger-type factors']	Uknown	29895970	GATA/TAL1/TRPS1
M08203_2.00	AC0247	Mv75	GATA1	GATA	ChIP-seq	22080565	GATA1
M03498_2.00	AC0248	SOX21_2	SOX21	Sox	SELEX	23332764	SOX/SRY
M03516_2.00	AC0248	SOX7_1	SOX7	Sox	SELEX	23332764	SOX/SRY
M03526_2.00	AC0248	SRY_2	SRY	Sox	SELEX	23332764	SOX/SRY
M03483_2.00	AC0249	SOX8_1	SOX8	Sox	SELEX	23332764	SOX8/9/10
M03492_2.00	AC0249	SOX10_2	SOX10	Sox	SELEX	23332764	SOX8/9/10
M03502_2.00	AC0249	SOX9_2	SOX9	Sox	SELEX	23332764	SOX8/9/10
M03503_2.00	AC0249	SOX9_3	SOX9	Sox	SELEX	23332764	SOX8/9/10
MA0868.1	AC0249	MA0868.1	SOX8	['High-mobility group (HMG) domain factors']	Uknown	12920151	SOX8/9/10
M07739_2.00	AC0250	ZNF248.RCADE.OriginalMapping	ZNF248	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF248
M05791_2.00	AC0251	SOX18_eDBD_HT-SELEX	SOX18	Sox	SELEX	28473536	SOX18
MA1563.1	AC0251	MA1563.1	SOX18	['High-mobility group (HMG) domain factors']	Uknown	7651823	SOX18
M05751_2.00	AC0252	SOX8_FL_HT-SELEX	SOX8	Sox	SELEX	28473536	SOX8/9/10
